AQI,AirQuality,CO,MonitoringStations,NO2,O31,O38,PM10,PM25,SO2,name,pollutants
17,优,0.2,州农科所,6,34,38,17,9,11,阿坝州,_
31,优,0.5,州监测站,15,26,32,31,14,24,阿坝州,_
13,优,0.4,马师校,13,32,37,13,9,9,阿坝州,_
18,优,0.4,小东沟,6,57,59,_,10,16,阿勒泰地区,_
8,优,0.8,市站,10,22,13,7,4,3,阿勒泰地区,_
117,轻度污染,2.4,电视台,35,32,26,183,55,8,阿克苏地区,颗粒物(PM10)
123,轻度污染,1.6,艺术中心,22,33,19,196,58,9,阿克苏地区,颗粒物(PM10)
40,优,0.6,体育场,24,82,79,34,28,14,阿拉善盟,_
50,优,1.1,盟环保楼,31,71,74,_,35,14,阿拉善盟,_
29,优,0.4,环保局新楼,6,92,93,12,12,8,阿拉善盟,_
215,重度污染,1.0,环科院,52,22,23,188,165,6,安庆,细颗粒物(PM2.5)
225,重度污染,1.1,马山宾馆,47,35,30,_,175,16,安庆,细颗粒物(PM2.5)
228,重度污染,1.1,联富花园,52,36,34,_,178,9,安庆,细颗粒物(PM2.5)
92,良,1.0,香溪洞,20,68,80,86,68,15,安康,细颗粒物(PM2.5)
112,轻度污染,1.4,安康市监测站,47,5,6,120,84,45,安康,细颗粒物(PM2.5)
110,轻度污染,1.4,汉滨区检察院,49,3,3,116,83,38,安康,细颗粒物(PM2.5)
85,良,2.1,深沟寺,65,20,38,90,63,55,鞍山,细颗粒物(PM2.5)
70,良,1.8,明达新区,68,19,32,89,51,44,鞍山,"颗粒物(PM10)
细颗粒物(PM2.5)"
58,良,1.6,千山,48,24,31,60,41,17,鞍山,细颗粒物(PM2.5)
90,良,2.8,太阳城,78,19,36,117,67,41,鞍山,细颗粒物(PM2.5)
94,良,2.6,太平,64,17,36,90,70,49,鞍山,细颗粒物(PM2.5)
84,良,1.8,铁西三道街,51,15,19,104,62,26,鞍山,细颗粒物(PM2.5)
95,良,1.8,铁西工业园区,64,24,41,128,71,46,鞍山,细颗粒物(PM2.5)
49,优,0.6,阿里监测站,47,17,38,49,27,137,阿里地区,_
38,优,0.6,阿里地委,2,32,51,38,22,3,阿里地区,_
89,良,0.8,伍家关(对照点),14,92,81,85,66,8,安顺,细颗粒物(PM2.5)
93,良,0.7,凤凰山,11,88,77,82,69,27,安顺,细颗粒物(PM2.5)
89,良,0.6,金钟山,14,94,82,90,66,15,安顺,细颗粒物(PM2.5)
107,轻度污染,0.6,娄家坡,20,80,72,97,80,17,安顺,细颗粒物(PM2.5)
74,良,0.9,洮北区环保局,58,29,38,58,54,20,白城,细颗粒物(PM2.5)
52,良,0.5,市环保局,29,22,26,54,29,14,白城,颗粒物(PM10)
416,严重污染,3.6,棉研所,74,14,13,458,374,13,安阳,细颗粒物(PM2.5)
415,严重污染,4.8,红庙街,88,7,6,471,372,47,安阳,细颗粒物(PM2.5)
348,严重污染,4.4,铁佛寺,78,6,5,336,298,28,安阳,细颗粒物(PM2.5)
443,严重污染,4.5,信访局,88,17,17,543,398,35,安阳,颗粒物(PM10)
95,良,2.1,市监测站,33,4,6,90,71,21,百色,细颗粒物(PM2.5)
85,良,1.6,市中心血站,27,3,3,113,63,21,百色,细颗粒物(PM2.5)
83,良,1.1,喜丰,46,18,16,100,61,129,白山,细颗粒物(PM2.5)
88,良,1.6,环保局,45,16,20,85,65,58,白山,细颗粒物(PM2.5)
68,良,1.2,动力公司,37,10,16,86,31,21,白银,颗粒物(PM10)
264,重度污染,4.6,游泳馆,102,9,8,290,214,44,保定,细颗粒物(PM2.5)
237,重度污染,3.8,华电二区,97,3,3,267,187,62,保定,细颗粒物(PM2.5)
259,重度污染,3.8,接待中心,112,14,17,307,209,46,保定,细颗粒物(PM2.5)
272,重度污染,3.0,地表水厂,85,9,10,310,222,44,保定,细颗粒物(PM2.5)
291,重度污染,5.6,胶片厂,86,11,11,370,241,37,保定,细颗粒物(PM2.5)
247,重度污染,4.4,监测站,111,6,6,307,197,58,保定,细颗粒物(PM2.5)
63,良,0.6,庙沟村,18,56,42,75,31,7,宝鸡,颗粒物(PM10)
65,良,0.7,竹园沟,50,4,4,69,47,10,宝鸡,细颗粒物(PM2.5)
87,良,1.4,三陆医院,52,5,6,108,64,18,宝鸡,细颗粒物(PM2.5)
95,良,2.1,监测站,58,5,4,112,71,14,宝鸡,细颗粒物(PM2.5)
100,良,1.2,技工学校,47,4,5,112,75,12,宝鸡,细颗粒物(PM2.5)
78,良,2.2,市环境监测站,69,2,8,100,57,34,包头,细颗粒物(PM2.5)
71,良,1.1,包百大楼,39,33,28,92,43,18,包头,颗粒物(PM10)
78,良,2.2,东河城环局,82,2,3,105,45,55,包头,颗粒物(PM10)
77,良,1.9,青山宾馆,52,14,51,103,50,20,包头,颗粒物(PM10)
73,良,4.4,惠龙物流,78,5,7,95,47,49,包头,颗粒物(PM10)
35,优,1.4,东河鸿龙湾,59,4,14,35,18,10,包头,_
40,优,0.5,市环保局,16,26,42,40,28,7,保山,_
40,优,0.8,市环境监测站,19,25,41,31,28,25,保山,_
175,中度污染,4.6,陈仓环保局,56,13,12,202,132,200,宝鸡,细颗粒物(PM2.5)
80,良,1.6,文理学院,57,4,4,106,59,16,宝鸡,细颗粒物(PM2.5)
81,良,1.4,三迪小学,53,5,6,112,51,16,宝鸡,颗粒物(PM10)
28,优,0.4,秋林养殖基地,26,51,58,28,15,10,巴彦淖尔,_
40,优,0.3,附中,23,54,64,40,17,11,巴彦淖尔,_
21,优,0.3,市环保大楼,12,65,66,15,7,8,巴彦淖尔,_
54,良,0.8,市环保局,32,7,5,50,38,5,巴中,细颗粒物(PM2.5)
54,良,1.0,巴中中学,39,2,3,58,38,6,巴中,"颗粒物(PM10)
细颗粒物(PM2.5)"
59,良,0.6,苏山坪,15,58,66,53,42,5,巴中,细颗粒物(PM2.5)
53,良,0.9,职业中学,19,2,2,39,37,4,巴中,细颗粒物(PM2.5)
84,良,0.6,牛尾岭水库,18,84,94,_,62,8,北海,细颗粒物(PM2.5)
124,轻度污染,1.3,海滩公园,30,93,92,94,94,16,北海,细颗粒物(PM2.5)
89,良,1.2,新市环保局,28,74,86,_,66,18,北海,细颗粒物(PM2.5)
103,轻度污染,1.2,北海工业园,35,60,63,_,77,20,北海,细颗粒物(PM2.5)
103,轻度污染,1.9,万寿西宫,91,2,2,143,77,12,北京,细颗粒物(PM2.5)
51,良,0.8,定陵,51,24,9,52,28,18,北京,颗粒物(PM10)
119,轻度污染,3.0,东四,110,4,4,134,90,22,北京,细颗粒物(PM2.5)
110,轻度污染,1.8,天坛,76,2,2,110,83,2,北京,细颗粒物(PM2.5)
108,轻度污染,2.4,农展馆,103,2,2,119,81,21,北京,细颗粒物(PM2.5)
118,轻度污染,2.2,官园,104,2,2,138,89,18,北京,细颗粒物(PM2.5)
97,良,2.2,海淀区万柳,93,4,3,108,72,8,北京,细颗粒物(PM2.5)
93,良,2.1,顺义新城,78,4,4,107,69,10,北京,细颗粒物(PM2.5)
73,良,1.4,怀柔镇,63,2,6,86,53,3,北京,细颗粒物(PM2.5)
114,轻度污染,3.2,昌平镇,69,3,2,141,86,48,北京,细颗粒物(PM2.5)
248,重度污染,2.1,工人疗养院,72,38,26,239,198,20,蚌埠,细颗粒物(PM2.5)
275,重度污染,1.9,百货大楼,54,34,34,_,225,42,蚌埠,细颗粒物(PM2.5)
232,重度污染,2.0,二水厂,67,25,24,226,182,35,蚌埠,细颗粒物(PM2.5)
223,重度污染,1.6,蚌埠学院,77,6,7,228,173,16,蚌埠,细颗粒物(PM2.5)
237,重度污染,1.7,淮上区政府,51,8,15,234,187,27,蚌埠,细颗粒物(PM2.5)
249,重度污染,1.6,高新区,83,7,10,231,199,28,蚌埠,细颗粒物(PM2.5)
78,良,2.8,大峪,65,8,17,94,57,85,本溪,细颗粒物(PM2.5)
96,良,3.2,溪湖,69,8,7,142,50,175,本溪,颗粒物(PM10)
108,轻度污染,1.6,彩屯,38,33,29,114,81,29,本溪,细颗粒物(PM2.5)
87,良,3.0,东明,64,8,7,118,64,80,本溪,细颗粒物(PM2.5)
103,轻度污染,1.6,威宁,51,10,8,128,77,19,本溪,细颗粒物(PM2.5)
52,良,1.1,新立屯,31,42,52,54,25,15,本溪,颗粒物(PM10)
98,良,2.2,奥体中心,95,12,14,127,73,18,北京,细颗粒物(PM2.5)
60,良,1.2,古城,67,4,3,70,43,5,北京,"颗粒物(PM10)
细颗粒物(PM2.5)"
67,良,1.0,八中,20,76,95,60,48,7,毕节,细颗粒物(PM2.5)
74,良,1.2,师专,24,74,98,85,54,15,毕节,细颗粒物(PM2.5)
315,严重污染,2.6,市环保局,102,2,4,311,265,79,滨州,细颗粒物(PM2.5)
301,严重污染,3.1,第二水厂,114,2,2,301,251,104,滨州,细颗粒物(PM2.5)
65,良,1.2,博乐市西郊区,16,41,40,79,46,37,博州,颗粒物(PM10)
78,良,1.5,市环保局,34,33,27,76,57,25,博州,细颗粒物(PM2.5)
311,严重污染,_,北中新校,_,_,_,327,261,_,滨州,细颗粒物(PM2.5)
220,重度污染,2.1,污水处理厂,77,27,20,234,170,20,亳州,细颗粒物(PM2.5)
219,重度污染,1.9,三国揽胜宫,87,4,8,240,169,18,亳州,细颗粒物(PM2.5)
330,严重污染,3.3,沧县城建局,90,3,3,350,280,48,沧州,细颗粒物(PM2.5)
319,严重污染,2.8,电视转播站,100,4,3,428,269,39,沧州,细颗粒物(PM2.5)
339,严重污染,2.8,市环保局,84,7,7,383,289,37,沧州,细颗粒物(PM2.5)
62,良,1.3,食品厂,53,16,23,73,35,58,长春,颗粒物(PM10)
60,良,1.9,客车厂,46,13,21,69,43,125,长春,"颗粒物(PM10)
细颗粒物(PM2.5)"
68,良,1.8,邮电学院,57,14,23,85,49,54,长春,"颗粒物(PM10)
细颗粒物(PM2.5)"
55,良,1.7,劳动公园,63,14,29,60,37,65,长春,颗粒物(PM10)
63,良,1.6,园林处,62,15,30,68,45,80,长春,细颗粒物(PM2.5)
196,中度污染,1.5,市二中,23,50,65,_,147,35,常德,细颗粒物(PM2.5)
44,优,0.9,净月潭,19,55,54,44,23,23,长春,_
55,良,0.9,甩湾子,16,72,58,52,39,15,长春,细颗粒物(PM2.5)
62,良,0.9,高新区管委会,40,40,44,73,38,22,长春,颗粒物(PM10)
60,良,1.6,岱山公园,41,28,29,70,41,39,长春,颗粒物(PM10)
205,重度污染,2.2,白鹤山,12,67,78,_,155,9,常德,细颗粒物(PM2.5)
234,重度污染,1.7,武陵区永安(启用171130),45,44,62,_,184,15,常德,细颗粒物(PM2.5)
148,轻度污染,2.1,鼎城区玉霞(启用171130),44,43,62,150,113,28,常德,细颗粒物(PM2.5)
213,重度污染,1.9,武陵区长庚,47,33,50,_,163,15,常德,细颗粒物(PM2.5)
40,优,0.9,昌都监测站,16,28,25,40,13,5,昌都,_
47,优,1.2,昌都地区昌都坝,12,30,31,47,10,2,昌都,_
29,优,0.5,昌都监测站,5,91,61,12,_,4,昌都地区,_
26,优,0.9,昌都地区昌都坝,17,82,53,_,6,12,昌都地区,_
30,优,0.8,天山天池,5,96,93,7,6,_,昌吉州,_
272,重度污染,4.0,州监测站,93,15,16,304,222,23,昌吉州,细颗粒物(PM2.5)
208,重度污染,2.1,新区政务中心,68,18,18,212,158,26,昌吉州,细颗粒物(PM2.5)
277,重度污染,1.7,经开区环保局,39,23,18,_,227,7,长沙,细颗粒物(PM2.5)
283,重度污染,1.5,高开区环保局,32,26,27,_,233,8,长沙,细颗粒物(PM2.5)
127,轻度污染,2.0,海虞子站,77,35,28,204,_,22,常熟,颗粒物(PM10)
319,严重污染,_,菱塘子站,_,44,36,299,269,33,常熟,细颗粒物(PM2.5)
94,良,1.5,清华站,63,3,3,132,70,47,长治,细颗粒物(PM2.5)
108,轻度污染,1.3,监测站,61,15,15,165,78,81,长治,颗粒物(PM10)
148,轻度污染,3.4,长治八中,65,4,4,151,113,137,长治,细颗粒物(PM2.5)
68,良,1.6,德盛苑,33,47,44,86,35,60,长治,颗粒物(PM10)
290,重度污染,2.7,市监测站,108,5,12,311,240,22,常州,细颗粒物(PM2.5)
48,优,1.3,城建学校,34,8,8,48,30,13,常州,_
38,优,1.0,常工院,65,13,7,33,26,14,常州,_
56,良,1.2,潞城,62,10,7,62,32,19,常州,颗粒物(PM10)
320,严重污染,2.1,武进监测站,71,12,19,297,270,27,常州,细颗粒物(PM2.5)
307,严重污染,2.0,安家,46,43,38,310,257,24,常州,细颗粒物(PM2.5)
124,轻度污染,2.4,西梁,56,13,25,177,94,180,朝阳,细颗粒物(PM2.5)
314,严重污染,3.2,行政中心,93,10,15,328,264,26,常州,细颗粒物(PM2.5)
352,严重污染,2.4,经开区,87,9,12,350,302,27,常州,细颗粒物(PM2.5)
315,严重污染,2.2,钟楼,84,10,18,293,265,15,常州,细颗粒物(PM2.5)
85,良,1.9,河畔小区,50,13,27,97,63,52,朝阳,细颗粒物(PM2.5)
159,中度污染,2.8,八里堡,56,4,14,171,121,51,朝阳,细颗粒物(PM2.5)
100,良,2.1,农业园区,44,21,33,102,75,68,朝阳,细颗粒物(PM2.5)
98,良,1.2,西园路,49,12,25,_,73,18,潮州,细颗粒物(PM2.5)
107,轻度污染,2.2,铁路,30,4,4,163,42,28,承德,颗粒物(PM10)
89,良,2.2,中国银行,58,4,4,128,57,23,承德,颗粒物(PM10)
86,良,2.1,开发区,57,7,5,121,56,30,承德,颗粒物(PM10)
131,轻度污染,3.1,文化中心,60,12,10,212,94,24,承德,颗粒物(PM10)
80,良,1.2,离宫,47,6,6,110,45,28,承德,颗粒物(PM10)
118,轻度污染,1.0,档案局,47,14,25,_,89,15,潮州,细颗粒物(PM2.5)
113,轻度污染,1.2,市政府,58,15,32,_,85,33,潮州,细颗粒物(PM2.5)
153,中度污染,1.8,金泉两河,59,2,2,209,117,9,成都,细颗粒物(PM2.5)
156,中度污染,1.1,马头岭,36,23,32,183,119,16,郴州,细颗粒物(PM2.5)
134,轻度污染,1.5,十里店,76,6,6,178,102,12,成都,细颗粒物(PM2.5)
160,中度污染,1.2,三瓦窑,80,6,6,187,122,19,成都,细颗粒物(PM2.5)
128,轻度污染,1.4,沙河铺,52,2,2,144,97,12,成都,细颗粒物(PM2.5)
70,良,0.8,梁家巷,37,80,111,89,50,_,成都,颗粒物(PM10)
186,中度污染,1.7,市职中,34,13,18,191,140,8,郴州,细颗粒物(PM2.5)
170,中度污染,1.8,兴隆步行街,35,17,22,211,129,10,郴州,细颗粒物(PM2.5)
145,轻度污染,1.5,市审计局,34,14,20,207,111,19,郴州,细颗粒物(PM2.5)
84,良,1.1,灵岩寺,60,20,63,117,57,84,成都,颗粒物(PM10)
144,轻度污染,1.4,君平街,70,7,8,155,110,15,成都,细颗粒物(PM2.5)
143,轻度污染,2.0,大石西路,57,1,1,162,109,9,成都,细颗粒物(PM2.5)
162,中度污染,1.6,市环保局,41,7,13,180,123,7,郴州,细颗粒物(PM2.5)
67,良,1.4,松山一中,50,19,46,84,27,38,赤峰,颗粒物(PM10)
61,良,0.3,哈达街,32,37,50,71,20,22,赤峰,颗粒物(PM10)
102,轻度污染,1.0,龙泉驿区区政府,69,3,5,109,76,6,成都,细颗粒物(PM2.5)
52,良,0.7,天义路,36,54,70,53,11,8,赤峰,颗粒物(PM10)
51,良,1.2,银河街,9,52,50,51,19,46,赤峰,颗粒物(PM10)
211,重度污染,1.5,池州学院,57,28,26,194,161,14,池州,细颗粒物(PM2.5)
153,中度污染,0.9,平天湖,54,35,38,140,117,9,池州,细颗粒物(PM2.5)
202,重度污染,1.2,老干部局,67,25,23,190,152,14,池州,细颗粒物(PM2.5)
37,优,1.2,缙云山,20,46,25,37,22,4,重庆,_
92,良,1.2,天生,37,3,5,83,68,7,重庆,细颗粒物(PM2.5)
100,良,1.2,两路,51,6,6,100,75,12,重庆,细颗粒物(PM2.5)
133,轻度污染,1.0,虎溪,34,7,10,125,101,10,重庆,细颗粒物(PM2.5)
118,轻度污染,1.3,南坪,41,5,5,112,89,11,重庆,细颗粒物(PM2.5)
88,良,1.5,唐家沱,47,2,2,104,65,14,重庆,细颗粒物(PM2.5)
67,良,1.1,州环境监测站,33,4,4,84,36,26,楚雄州,颗粒物(PM10)
65,良,1.0,市环保局江州分局,27,5,4,80,40,6,崇左,颗粒物(PM10)
128,轻度污染,1.4,茶园,48,3,3,126,97,13,重庆,细颗粒物(PM2.5)
135,轻度污染,1.2,白市驿,40,5,4,136,103,11,重庆,细颗粒物(PM2.5)
103,轻度污染,1.3,空港,53,5,6,90,77,14,重庆,细颗粒物(PM2.5)
65,良,0.7,市经济开发区,21,3,4,53,47,11,楚雄州,细颗粒物(PM2.5)
53,良,0.9,城南新区,41,7,14,49,37,18,崇左,细颗粒物(PM2.5)
282,重度污染,1.8,老年大学,48,73,39,264,232,18,滁州,细颗粒物(PM2.5)
286,重度污染,1.9,人大宾馆,71,22,27,274,236,7,滁州,细颗粒物(PM2.5)
265,重度污染,1.8,监测站,64,21,18,269,215,18,滁州,细颗粒物(PM2.5)
123,轻度污染,1.5,新山村,50,3,4,135,93,16,重庆,细颗粒物(PM2.5)
97,良,1.0,礼嘉,38,12,8,81,72,12,重庆,细颗粒物(PM2.5)
84,良,1.4,蔡家,35,4,5,87,62,6,重庆,细颗粒物(PM2.5)
135,轻度污染,1.6,鱼新街,53,5,5,159,103,18,重庆,细颗粒物(PM2.5)
103,轻度污染,1.4,歇台子,55,6,6,105,77,12,重庆,细颗粒物(PM2.5)
81,良,1.3,龙井湾,38,8,8,112,54,12,重庆,颗粒物(PM10)
122,轻度污染,1.2,上清寺,43,6,6,110,92,9,重庆,细颗粒物(PM2.5)
76,良,1.4,甘井子,80,9,31,101,52,66,大连,颗粒物(PM10)
89,良,1.8,周水子,39,6,26,126,66,51,大连,细颗粒物(PM2.5)
72,良,1.5,星海三站,79,9,26,93,52,47,大连,"颗粒物(PM10)
细颗粒物(PM2.5)"
81,良,1.4,青泥洼桥,48,30,32,112,52,27,大连,颗粒物(PM10)
83,良,1.3,傅家庄,22,30,32,116,40,17,大连,颗粒物(PM10)
75,良,1.3,七贤岭,58,28,39,100,43,13,大连,颗粒物(PM10)
89,良,1.3,旅顺,58,13,21,106,66,12,大连,细颗粒物(PM2.5)
113,轻度污染,1.9,金州,91,9,28,163,85,51,大连,细颗粒物(PM2.5)
77,良,2.2,江湾东路,43,20,22,89,56,78,丹东,细颗粒物(PM2.5)
127,轻度污染,2.2,临江后街,57,10,26,129,96,170,丹东,细颗粒物(PM2.5)
155,中度污染,2.8,元宝山,45,7,20,169,118,75,丹东,细颗粒物(PM2.5)
125,轻度污染,2.8,民主桥,78,11,9,134,95,104,丹东,细颗粒物(PM2.5)
53,良,0.7,大理市环境监测站,24,54,61,56,27,6,大理州,颗粒物(PM10)
52,良,1.0,大理古城,34,35,56,54,22,5,大理州,颗粒物(PM10)
80,良,1.9,开发区,95,5,15,100,59,37,大连,细颗粒物(PM2.5)
69,良,1.1,双D港,64,24,34,87,45,18,大连,颗粒物(PM10)
160,中度污染,1.7,大同区,40,37,46,128,122,23,大庆,细颗粒物(PM2.5)
83,良,1.3,龙凤区,50,19,27,76,61,25,大庆,细颗粒物(PM2.5)
73,良,1.3,红岗区,55,17,31,94,53,37,大庆,细颗粒物(PM2.5)
143,轻度污染,1.2,萨尔图区,107,16,31,112,109,51,大庆,细颗粒物(PM2.5)
60,良,1.2,让胡路区,50,11,28,67,43,14,大庆,细颗粒物(PM2.5)
50,优,1.7,果树场,66,7,12,50,17,63,大同,_
52,良,2.1,云冈宾馆,46,10,29,53,27,59,大同,颗粒物(PM10)
53,良,1.6,大同大学,53,2,24,55,29,69,大同,颗粒物(PM10)
64,良,6.4,安家小村,48,18,41,40,20,65,大同,一氧化碳
49,优,2.5,教育学院,46,5,16,49,24,115,大同,_
65,良,3.6,供排水公司,71,9,24,71,47,114,大同,细颗粒物(PM2.5)
60,良,0.8,环保局,48,28,34,50,43,31,大兴安岭地区,细颗粒物(PM2.5)
62,良,0.6,公安局,31,29,66,50,44,57,大兴安岭地区,细颗粒物(PM2.5)
51,良,0.8,达州职业技术学院,17,40,50,51,30,12,达州,颗粒物(PM10)
68,良,1.2,市环境监测站,48,31,26,63,49,6,达州,细颗粒物(PM2.5)
69,良,1.2,凤凰小区,51,32,38,58,50,13,达州,细颗粒物(PM2.5)
67,良,1.4,达县机关宾馆,32,30,29,64,48,10,达州,细颗粒物(PM2.5)
77,良,1.3,市政中心,60,27,52,85,56,10,达州,细颗粒物(PM2.5)
46,优,0.7,德宏州监测站,29,30,40,_,32,19,德宏州,_
70,良,0.7,东山公园,21,61,52,89,43,11,德阳,颗粒物(PM10)
49,优,0.9,芒市建设局,32,2,16,49,31,10,德宏州,_
97,良,1.1,西小区,71,3,5,144,59,7,德阳,颗粒物(PM10)
78,良,1.0,市检察院,63,4,3,99,57,8,德阳,细颗粒物(PM2.5)
120,轻度污染,1.6,耐火材料厂,78,4,6,167,91,7,德阳,细颗粒物(PM2.5)
338,严重污染,2.7,儿童乐园,62,11,6,374,288,15,德州,细颗粒物(PM2.5)
349,严重污染,3.2,监理站,70,9,5,374,299,11,德州,细颗粒物(PM2.5)
323,严重污染,2.9,九衢泉纯净水厂,54,6,2,393,273,13,德州,细颗粒物(PM2.5)
20,优,0.9,古城,11,46,50,20,5,7,迪庆州,_
24,优,0.6,迪庆州站,7,39,40,24,3,10,迪庆州,_
94,良,1.3,监测站（原粮食局）,30,8,6,104,70,54,定西,细颗粒物(PM2.5)
94,良,1.5,南峰招待所（原起重机厂）,37,3,3,116,70,97,定西,细颗粒物(PM2.5)
26,优,1.0,综合楼,23,83,90,20,7,14,鄂尔多斯,_
25,优,0.6,巴音孟克林场办事处,8,77,76,19,7,5,鄂尔多斯,_
243,重度污染,4.0,西城阳光环保公司,115,6,6,326,193,115,东营,细颗粒物(PM2.5)
166,中度污染,3.3,市环保局,113,15,13,281,124,106,东营,颗粒物(PM10)
176,中度污染,1.6,南城元岭,112,3,3,154,133,27,东莞,细颗粒物(PM2.5)
166,中度污染,1.9,东城石井,115,1,2,133,126,11,东莞,细颗粒物(PM2.5)
22,优,0.8,康泽苑,44,38,56,20,5,11,鄂尔多斯,_
23,优,0.7,华泰汽车城,43,40,73,23,12,10,鄂尔多斯,_
144,轻度污染,2.3,耿井村,103,4,4,229,110,47,东营,细颗粒物(PM2.5)
218,重度污染,3.3,开发区管委会,99,6,6,223,168,88,东营,细颗粒物(PM2.5)
233,重度污染,2.0,南城西平,201,2,2,194,183,22,东莞,细颗粒物(PM2.5)
120,轻度污染,1.3,东城主山,82,4,4,_,91,19,东莞,细颗粒物(PM2.5)
172,中度污染,1.4,莞城梨川,95,4,5,_,130,20,东莞,细颗粒物(PM2.5)
27,优,0.6,奥林花园,32,55,68,27,11,8,鄂尔多斯,_
70,良,1.2,湖北民院,28,10,14,58,51,7,恩施州,细颗粒物(PM2.5)
88,良,1.4,州电力总公司,23,8,13,72,65,3,恩施州,细颗粒物(PM2.5)
198,中度污染,1.8,市政府,42,12,19,166,148,5,鄂州,细颗粒物(PM2.5)
196,中度污染,2.0,赵家坝,32,10,14,169,147,14,鄂州,细颗粒物(PM2.5)
85,良,1.1,沙万,32,56,66,_,63,25,防城港,细颗粒物(PM2.5)
173,中度污染,1.8,凡口开发区,24,20,25,169,131,4,鄂州,细颗粒物(PM2.5)
109,轻度污染,1.6,防城镇政府,46,9,22,104,82,10,防城港,细颗粒物(PM2.5)
77,良,0.9,大海花园,34,59,68,58,56,15,防城港,细颗粒物(PM2.5)
156,中度污染,1.4,湾梁,118,2,3,234,119,27,佛山,细颗粒物(PM2.5)
169,中度污染,1.7,华材职中,115,4,4,231,128,48,佛山,细颗粒物(PM2.5)
162,中度污染,1.6,南海气象局,126,1,1,180,123,36,佛山,细颗粒物(PM2.5)
219,重度污染,2.3,顺德苏岗,172,2,_,202,169,24,佛山,细颗粒物(PM2.5)
302,严重污染,2.7,容桂街道办,185,2,1,377,252,36,佛山,细颗粒物(PM2.5)
125,轻度污染,2.3,沈抚新城,77,15,15,123,95,101,抚顺,细颗粒物(PM2.5)
133,轻度污染,1.4,望花区,72,7,6,102,101,25,抚顺,细颗粒物(PM2.5)
133,轻度污染,1.7,顺城区,86,18,16,114,101,24,抚顺,细颗粒物(PM2.5)
124,轻度污染,1.2,高明孔堂,88,31,45,152,94,48,佛山,细颗粒物(PM2.5)
124,轻度污染,_,三水监测站,101,9,6,183,94,62,佛山,细颗粒物(PM2.5)
153,中度污染,1.3,三水云东海,104,3,2,193,117,58,佛山,细颗粒物(PM2.5)
64,良,1.2,东洲区,46,32,34,78,35,32,抚顺,颗粒物(PM10)
85,良,1.2,新抚区,60,16,15,94,63,20,抚顺,细颗粒物(PM2.5)
63,良,0.9,大伙房水库,46,25,20,61,45,24,抚顺,细颗粒物(PM2.5)
239,重度污染,2.9,市监测站,87,5,12,_,189,18,阜阳,细颗粒物(PM2.5)
211,重度污染,2.2,开发区,63,4,11,188,161,11,阜阳,细颗粒物(PM2.5)
212,重度污染,1.9,阜阳职业技术学院,64,14,13,170,162,9,阜阳,细颗粒物(PM2.5)
212,重度污染,2.7,工业园区,59,16,13,173,162,119,阜新,细颗粒物(PM2.5)
90,良,1.3,农业园区,58,18,13,68,67,190,阜新,细颗粒物(PM2.5)
130,轻度污染,1.4,富春二小,58,51,49,187,99,14,富阳,细颗粒物(PM2.5)
132,轻度污染,2.2,长青街,66,12,12,147,100,95,阜新,细颗粒物(PM2.5)
166,中度污染,2.3,东苑,64,10,11,149,126,130,阜新,细颗粒物(PM2.5)
195,中度污染,2.3,玉龙新城,58,14,10,_,146,96,阜新,细颗粒物(PM2.5)
62,良,0.7,鼓山,30,50,67,65,44,5,福州,细颗粒物(PM2.5)
59,良,0.5,师大,_,45,66,68,41,8,福州,颗粒物(PM10)
70,良,1.2,五四北路,55,26,65,71,51,6,福州,细颗粒物(PM2.5)
59,良,0.7,杨桥西路,44,52,62,68,40,13,福州,颗粒物(PM10)
